mkey,Collection,ID Number
347290,Fossil Vertebrate,CMNFV 14397
347319,Fossil Vertebrate,CMNFV 14386
347334,Fossil Vertebrate,CMNFV 14431
347366,Fossil Vertebrate,CMNFV 14463
347371,Fossil Vertebrate,CMNFV 14468
347380,Fossil Vertebrate,CMNFV 14477
347421,Fossil Vertebrate,CMNFV 14518
347479,Fossil Vertebrate,CMNFV 14576
347491,Fossil Vertebrate,CMNFV 14588
347529,Fossil Vertebrate,CMNFV 14628
347554,Fossil Vertebrate,CMNFV 14654
347601,Fossil Vertebrate,CMNFV 14701
347615,Fossil Vertebrate,CMNFV 14715
347656,Fossil Vertebrate,CMNFV 14758
347722,Fossil Vertebrate,CMNFV 14822
347753,Fossil Vertebrate,CMNFV 14853
347754,Fossil Vertebrate,CMNFV 14854
347760,Fossil Vertebrate,CMNFV 14860
347771,Fossil Vertebrate,CMNFV 14871
347772,Fossil Vertebrate,CMNFV 14872
347784,Fossil Vertebrate,CMNFV 14884
347790,Fossil Vertebrate,CMNFV 14890
347814,Fossil Vertebrate,CMNFV 14914
347816,Fossil Vertebrate,CMNFV 14917
347824,Fossil Vertebrate,CMNFV 14924
347839,Fossil Vertebrate,CMNFV 14939
347857,Fossil Vertebrate,CMNFV 14957
347880,Fossil Vertebrate,CMNFV 14980
347881,Fossil Vertebrate,CMNFV 14981
347883,Fossil Vertebrate,CMNFV 14983
347886,Fossil Vertebrate,CMNFV 14986
347906,Fossil Vertebrate,CMNFV 15006
347909,Fossil Vertebrate,CMNFV 15009
347930,Fossil Vertebrate,CMNFV 15030
347931,Fossil Vertebrate,CMNFV 15031
347934,Fossil Vertebrate,CMNFV 15034
347961,Fossil Vertebrate,CMNFV 15061
347962,Fossil Vertebrate,CMNFV 15062
347963,Fossil Vertebrate,CMNFV 15063
347987,Fossil Vertebrate,CMNFV 15087
347988,Fossil Vertebrate,CMNFV 15088
347996,Fossil Vertebrate,CMNFV 15096
347997,Fossil Vertebrate,CMNFV 15097
348022,Fossil Vertebrate,CMNFV 15122
348039,Fossil Vertebrate,CMNFV 15139
348057,Fossil Vertebrate,CMNFV 15157
348115,Fossil Vertebrate,CMNFV 15214
348177,Fossil Vertebrate,CMNFV 15277
348204,Fossil Vertebrate,CMNFV 15306
348239,Fossil Vertebrate,CMNFV 15341
348241,Fossil Vertebrate,CMNFV 15343
348258,Fossil Vertebrate,CMNFV 15360
348259,Fossil Vertebrate,CMNFV 15361
348260,Fossil Vertebrate,CMNFV 15362
348261,Fossil Vertebrate,CMNFV 15363
348263,Fossil Vertebrate,CMNFV 15365
348302,Fossil Vertebrate,CMNFV 15404
348312,Fossil Vertebrate,CMNFV 15415
348367,Fossil Vertebrate,CMNFV 15469
348398,Fossil Vertebrate,CMNFV 15500
348399,Fossil Vertebrate,CMNFV 15501
348400,Fossil Vertebrate,CMNFV 15502
348401,Fossil Vertebrate,CMNFV 15503
348468,Fossil Vertebrate,CMNFV 15570
348522,Fossil Vertebrate,CMNFV 15624
348549,Fossil Vertebrate,CMNFV 15651
348592,Fossil Vertebrate,CMNFV 15695
348633,Fossil Vertebrate,CMNFV 15735
348655,Fossil Vertebrate,CMNFV 15756
348656,Fossil Vertebrate,CMNFV 15757
348657,Fossil Vertebrate,CMNFV 15758
348676,Fossil Vertebrate,CMNFV 15778
348677,Fossil Vertebrate,CMNFV 15779
348687,Fossil Vertebrate,CMNFV 15789
348746,Fossil Vertebrate,CMNFV 15848
348777,Fossil Vertebrate,CMNFV 15879
348806,Fossil Vertebrate,CMNFV 15908
348830,Fossil Vertebrate,CMNFV 15932
348839,Fossil Vertebrate,CMNFV 15941
370451,Mollusc,CMNML 043180
370452,Mollusc,CMNML 043181
370453,Mollusc,CMNML 043182
370454,Mollusc,CMNML 043183
370456,Mollusc,CMNML 043185
370457,Mollusc,CMNML 043186
370458,Mollusc,CMNML 043187
370459,Mollusc,CMNML 043188
370460,Mollusc,CMNML 043189
370461,Mollusc,CMNML 043190
370463,Mollusc,CMNML 043192
370464,Mollusc,CMNML 043193
370465,Mollusc,CMNML 043194
370466,Mollusc,CMNML 043195
370467,Mollusc,CMNML 043196
370468,Mollusc,CMNML 043197
370469,Mollusc,CMNML 043198
370470,Mollusc,CMNML 043223
370471,Mollusc,CMNML 043224
370472,Mollusc,CMNML 043225
370474,Mollusc,CMNML 043227
370476,Mollusc,CMNML 043229
370478,Mollusc,CMNML 043231
371616,Mollusc,CMNML 036645
371617,Mollusc,CMNML 036646
371819,Mollusc,CMNML 037667
371820,Mollusc,CMNML 037668
371841,Mollusc,CMNML 037825
372550,Mollusc,CMNML 039632
373262,Mollusc,CMNML 032986
373263,Mollusc,CMNML 032987
373265,Mollusc,CMNML 032989
373300,Mollusc,CMNML 033039
374395,Mollusc,CMNML 067683
374408,Mollusc,CMNML 067697
374720,Mollusc,CMNML 068148
374721,Mollusc,CMNML 068149
375343,Mollusc,CMNML 050511
375344,Mollusc,CMNML 050512
375345,Mollusc,CMNML 050513
375346,Mollusc,CMNML 050514
375347,Mollusc,CMNML 050515
375348,Mollusc,CMNML 050516
375349,Mollusc,CMNML 050517
375350,Mollusc,CMNML 050518
375351,Mollusc,CMNML 050519
375352,Mollusc,CMNML 050520
375353,Mollusc,CMNML 050521
375354,Mollusc,CMNML 050522
375355,Mollusc,CMNML 050523
375356,Mollusc,CMNML 050524
375357,Mollusc,CMNML 050525
375358,Mollusc,CMNML 050526
375359,Mollusc,CMNML 050527
375360,Mollusc,CMNML 050528
375361,Mollusc,CMNML 050529
375362,Mollusc,CMNML 050530
375363,Mollusc,CMNML 050531
375364,Mollusc,CMNML 050532
375365,Mollusc,CMNML 050533
375366,Mollusc,CMNML 050534
375367,Mollusc,CMNML 050535
375368,Mollusc,CMNML 050536
375369,Mollusc,CMNML 050537
375370,Mollusc,CMNML 050538
375371,Mollusc,CMNML 050539
375372,Mollusc,CMNML 050540
375373,Mollusc,CMNML 050541
375374,Mollusc,CMNML 050542
375375,Mollusc,CMNML 050543
375376,Mollusc,CMNML 050544
375377,Mollusc,CMNML 050545
375378,Mollusc,CMNML 050546
375379,Mollusc,CMNML 050547
375380,Mollusc,CMNML 050548
375381,Mollusc,CMNML 050549
375382,Mollusc,CMNML 050550
375383,Mollusc,CMNML 050551
375384,Mollusc,CMNML 050552
375385,Mollusc,CMNML 050553
375386,Mollusc,CMNML 050554
375387,Mollusc,CMNML 050555
375388,Mollusc,CMNML 050556
375389,Mollusc,CMNML 050557
375390,Mollusc,CMNML 050558
375391,Mollusc,CMNML 050559
375392,Mollusc,CMNML 050560
375393,Mollusc,CMNML 050561
375394,Mollusc,CMNML 050562
375395,Mollusc,CMNML 050563
375396,Mollusc,CMNML 050564
375397,Mollusc,CMNML 050565
375398,Mollusc,CMNML 050566
375399,Mollusc,CMNML 050567
375400,Mollusc,CMNML 050568
375401,Mollusc,CMNML 050569
375402,Mollusc,CMNML 050570
375403,Mollusc,CMNML 050571
375404,Mollusc,CMNML 050572
375405,Mollusc,CMNML 050573
375406,Mollusc,CMNML 050574
375407,Mollusc,CMNML 050575
375408,Mollusc,CMNML 050576
375409,Mollusc,CMNML 050577
375410,Mollusc,CMNML 050578
375411,Mollusc,CMNML 050579
375412,Mollusc,CMNML 050580
375413,Mollusc,CMNML 050581
375414,Mollusc,CMNML 050582
375415,Mollusc,CMNML 050583
375416,Mollusc,CMNML 050584
375417,Mollusc,CMNML 050585
375418,Mollusc,CMNML 050586
375419,Mollusc,CMNML 050587
375420,Mollusc,CMNML 050588
375421,Mollusc,CMNML 050589
375422,Mollusc,CMNML 050590
375423,Mollusc,CMNML 050591
375424,Mollusc,CMNML 050592
375425,Mollusc,CMNML 050593
375426,Mollusc,CMNML 050594
375427,Mollusc,CMNML 050595
375428,Mollusc,CMNML 050596
375429,Mollusc,CMNML 050597
375430,Mollusc,CMNML 050598
375431,Mollusc,CMNML 050599
375432,Mollusc,CMNML 050600
375433,Mollusc,CMNML 050603
375434,Mollusc,CMNML 050604
375435,Mollusc,CMNML 050605
375436,Mollusc,CMNML 050606
375437,Mollusc,CMNML 050607
375438,Mollusc,CMNML 050608
375439,Mollusc,CMNML 050609
375440,Mollusc,CMNML 050610
375441,Mollusc,CMNML 050611
375442,Mollusc,CMNML 050612
375443,Mollusc,CMNML 050613
375444,Mollusc,CMNML 050614
375445,Mollusc,CMNML 050615
375446,Mollusc,CMNML 050616
375447,Mollusc,CMNML 050617
375448,Mollusc,CMNML 050618
375449,Mollusc,CMNML 050619
375450,Mollusc,CMNML 050620
375451,Mollusc,CMNML 050621
375452,Mollusc,CMNML 050622
375453,Mollusc,CMNML 050623
375454,Mollusc,CMNML 050624
375455,Mollusc,CMNML 050625
375456,Mollusc,CMNML 050626
375457,Mollusc,CMNML 050627
375458,Mollusc,CMNML 050628
375459,Mollusc,CMNML 050629
375460,Mollusc,CMNML 050630
375461,Mollusc,CMNML 050631
375462,Mollusc,CMNML 050632
375463,Mollusc,CMNML 050633
375464,Mollusc,CMNML 050634
375465,Mollusc,CMNML 050635
375466,Mollusc,CMNML 050636
375467,Mollusc,CMNML 050637
375468,Mollusc,CMNML 050638
375469,Mollusc,CMNML 050639
375470,Mollusc,CMNML 050640
375471,Mollusc,CMNML 050641
375472,Mollusc,CMNML 050642
375473,Mollusc,CMNML 050643
375474,Mollusc,CMNML 050644
375475,Mollusc,CMNML 050645
375476,Mollusc,CMNML 050646
375477,Mollusc,CMNML 050647
375478,Mollusc,CMNML 050648
375479,Mollusc,CMNML 050649
375480,Mollusc,CMNML 050650
375481,Mollusc,CMNML 050651
375482,Mollusc,CMNML 050652
375483,Mollusc,CMNML 050653
375484,Mollusc,CMNML 050654
375485,Mollusc,CMNML 050655
375486,Mollusc,CMNML 050656
375487,Mollusc,CMNML 050657
375488,Mollusc,CMNML 050658
375489,Mollusc,CMNML 050659
375490,Mollusc,CMNML 050660
375491,Mollusc,CMNML 050661
375492,Mollusc,CMNML 050662
375493,Mollusc,CMNML 050663
375494,Mollusc,CMNML 050664
375495,Mollusc,CMNML 050665
375496,Mollusc,CMNML 050666
375497,Mollusc,CMNML 050667
375498,Mollusc,CMNML 050668
375499,Mollusc,CMNML 050669
375500,Mollusc,CMNML 050670
375501,Mollusc,CMNML 050671
375502,Mollusc,CMNML 050672
375503,Mollusc,CMNML 050673
375504,Mollusc,CMNML 050674
375505,Mollusc,CMNML 050675
375506,Mollusc,CMNML 050676
375507,Mollusc,CMNML 050677
375508,Mollusc,CMNML 050678
375510,Mollusc,CMNML 050680
375512,Mollusc,CMNML 050682
375513,Mollusc,CMNML 050683
375514,Mollusc,CMNML 050684
375515,Mollusc,CMNML 050685
375516,Mollusc,CMNML 050686
375517,Mollusc,CMNML 050687
375519,Mollusc,CMNML 050689
375520,Mollusc,CMNML 050690
375521,Mollusc,CMNML 050691
375522,Mollusc,CMNML 050692
375523,Mollusc,CMNML 050693
375524,Mollusc,CMNML 050694
375525,Mollusc,CMNML 050695
375526,Mollusc,CMNML 050696
375527,Mollusc,CMNML 050697
375528,Mollusc,CMNML 050698
375529,Mollusc,CMNML 050699
375530,Mollusc,CMNML 050700
376128,Mollusc,CMNML 051807
376988,Mollusc,CMNML 055480
376989,Mollusc,CMNML 055481
377170,Mollusc,CMNML 041972
377172,Mollusc,CMNML 041975
377232,Mollusc,CMNML 042802
377433,Mollusc,CMNML 044609
382223,Mollusc,CMNML 044176
382224,Mollusc,CMNML 044177
382226,Mollusc,CMNML 044179
382227,Mollusc,CMNML 044180
382228,Mollusc,CMNML 044181
382230,Mollusc,CMNML 044183
382231,Mollusc,CMNML 044184
382232,Mollusc,CMNML 044185
382233,Mollusc,CMNML 044186
382269,Mollusc,CMNML 044226
382270,Mollusc,CMNML 044227
382271,Mollusc,CMNML 044228
382272,Mollusc,CMNML 044229
383865,Mollusc,CMNML 050701
383866,Mollusc,CMNML 050702
383867,Mollusc,CMNML 050703
383868,Mollusc,CMNML 050704
383869,Mollusc,CMNML 050705
383870,Mollusc,CMNML 050706
383871,Mollusc,CMNML 050707
383873,Mollusc,CMNML 050709
383874,Mollusc,CMNML 050710
383876,Mollusc,CMNML 050712
383877,Mollusc,CMNML 050713
383878,Mollusc,CMNML 050714
383879,Mollusc,CMNML 050715
383880,Mollusc,CMNML 050716
383882,Mollusc,CMNML 050718
383883,Mollusc,CMNML 050719
383884,Mollusc,CMNML 050720
383885,Mollusc,CMNML 050721
383886,Mollusc,CMNML 050722
383887,Mollusc,CMNML 050723
383888,Mollusc,CMNML 050724
383889,Mollusc,CMNML 050725
383890,Mollusc,CMNML 050726
383891,Mollusc,CMNML 050727
383892,Mollusc,CMNML 050728
383893,Mollusc,CMNML 050729
383894,Mollusc,CMNML 050730
383895,Mollusc,CMNML 050731
383896,Mollusc,CMNML 050732
383897,Mollusc,CMNML 050733
383898,Mollusc,CMNML 050734
383899,Mollusc,CMNML 050735
383900,Mollusc,CMNML 050736
383901,Mollusc,CMNML 050737
383902,Mollusc,CMNML 050738
383903,Mollusc,CMNML 050739
383904,Mollusc,CMNML 050740
383905,Mollusc,CMNML 050741
383906,Mollusc,CMNML 050742
383907,Mollusc,CMNML 050743
383908,Mollusc,CMNML 050744
386247,Mollusc,CMNML 045462
386780,Mollusc,CMNML 046012
386790,Mollusc,CMNML 046023
386928,Mollusc,CMNML 046162
387377,Mollusc,CMNML 046647
388101,Mollusc,CMNML 047478
388102,Mollusc,CMNML 047479
388103,Mollusc,CMNML 047480
388104,Mollusc,CMNML 047481
388111,Mollusc,CMNML 047488
388478,Mollusc,CMNML 047913
388479,Mollusc,CMNML 047914
388480,Mollusc,CMNML 047915
388534,Mollusc,CMNML 047972
388937,Mollusc,CMNML 048449
388938,Mollusc,CMNML 048450
388941,Mollusc,CMNML 048453
388942,Mollusc,CMNML 048454
389373,Mollusc,CMNML 048908
389395,Mollusc,CMNML 048930
389400,Mollusc,CMNML 048935
389401,Mollusc,CMNML 048936
389481,Mollusc,CMNML 049016
389502,Mollusc,CMNML 049038
389763,Mollusc,CMNML 049340
389778,Mollusc,CMNML 058523
390394,Mollusc,CMNML 061548
392025,Mollusc,CMNML 071850
395486,Mollusc,CMNML 001662
396296,Mollusc,CMNML 002475
396683,Mollusc,CMNML 050001
396684,Mollusc,CMNML 050002
396685,Mollusc,CMNML 050003
396686,Mollusc,CMNML 050004
396687,Mollusc,CMNML 050005
396688,Mollusc,CMNML 050006
396689,Mollusc,CMNML 050007
396690,Mollusc,CMNML 050008
396691,Mollusc,CMNML 050009
396692,Mollusc,CMNML 050010
396693,Mollusc,CMNML 050011
396694,Mollusc,CMNML 050012
396695,Mollusc,CMNML 050013
396697,Mollusc,CMNML 050015
396698,Mollusc,CMNML 050016
396700,Mollusc,CMNML 050018
396701,Mollusc,CMNML 050019
396702,Mollusc,CMNML 050020
396703,Mollusc,CMNML 050021
396704,Mollusc,CMNML 050022
396705,Mollusc,CMNML 050023
396706,Mollusc,CMNML 050024
396707,Mollusc,CMNML 050025
396708,Mollusc,CMNML 050251
396709,Mollusc,CMNML 050252
396710,Mollusc,CMNML 050253
396711,Mollusc,CMNML 050254
396712,Mollusc,CMNML 050255
396713,Mollusc,CMNML 050256
396714,Mollusc,CMNML 050257
396715,Mollusc,CMNML 050258
396716,Mollusc,CMNML 050259
396717,Mollusc,CMNML 050260
396718,Mollusc,CMNML 050261
396719,Mollusc,CMNML 050262
396720,Mollusc,CMNML 050263
396721,Mollusc,CMNML 050264
396722,Mollusc,CMNML 050265
396723,Mollusc,CMNML 050266
396724,Mollusc,CMNML 050267
396725,Mollusc,CMNML 050268
396726,Mollusc,CMNML 050269
396727,Mollusc,CMNML 050270
396728,Mollusc,CMNML 050271
396729,Mollusc,CMNML 050272
396730,Mollusc,CMNML 050273
396731,Mollusc,CMNML 050274
396732,Mollusc,CMNML 050275
396733,Mollusc,CMNML 050276
396734,Mollusc,CMNML 050277
396735,Mollusc,CMNML 050278
396736,Mollusc,CMNML 050279
396737,Mollusc,CMNML 050280
396738,Mollusc,CMNML 050281
396739,Mollusc,CMNML 050282
396740,Mollusc,CMNML 050283
396741,Mollusc,CMNML 050284
396742,Mollusc,CMNML 050285
396743,Mollusc,CMNML 050286
396744,Mollusc,CMNML 050287
396745,Mollusc,CMNML 050288
396746,Mollusc,CMNML 050289
396747,Mollusc,CMNML 050290
396748,Mollusc,CMNML 050291
396749,Mollusc,CMNML 050292
396750,Mollusc,CMNML 050293
396751,Mollusc,CMNML 050294
396752,Mollusc,CMNML 050295
396753,Mollusc,CMNML 050296
396754,Mollusc,CMNML 050297
396755,Mollusc,CMNML 050299
396756,Mollusc,CMNML 050300
396757,Mollusc,CMNML 050301
396758,Mollusc,CMNML 050302
396759,Mollusc,CMNML 050303
396760,Mollusc,CMNML 050304
396761,Mollusc,CMNML 050305
396762,Mollusc,CMNML 050306
396763,Mollusc,CMNML 050307
396765,Mollusc,CMNML 050309
396766,Mollusc,CMNML 050310
396767,Mollusc,CMNML 050311
396768,Mollusc,CMNML 050312
396769,Mollusc,CMNML 050313
396770,Mollusc,CMNML 050314
396771,Mollusc,CMNML 050315
396772,Mollusc,CMNML 050316
396773,Mollusc,CMNML 050317
396774,Mollusc,CMNML 050318
396775,Mollusc,CMNML 050319
396776,Mollusc,CMNML 050320
396777,Mollusc,CMNML 050321
396778,Mollusc,CMNML 050322
396779,Mollusc,CMNML 050323
396780,Mollusc,CMNML 050324
396781,Mollusc,CMNML 050325
396782,Mollusc,CMNML 050326
396783,Mollusc,CMNML 050328
396784,Mollusc,CMNML 050329
396785,Mollusc,CMNML 050330
396786,Mollusc,CMNML 050331
396787,Mollusc,CMNML 050332
396788,Mollusc,CMNML 050333
396789,Mollusc,CMNML 050334
396790,Mollusc,CMNML 050335
396791,Mollusc,CMNML 050336
396792,Mollusc,CMNML 050337
396793,Mollusc,CMNML 050338
396794,Mollusc,CMNML 050339
396795,Mollusc,CMNML 050340
396796,Mollusc,CMNML 050341
396797,Mollusc,CMNML 050342
396798,Mollusc,CMNML 050343
396799,Mollusc,CMNML 050344
396800,Mollusc,CMNML 050345
396801,Mollusc,CMNML 050346
396802,Mollusc,CMNML 050347
396803,Mollusc,CMNML 050348
396804,Mollusc,CMNML 050349
396805,Mollusc,CMNML 050350
396806,Mollusc,CMNML 050351
396807,Mollusc,CMNML 050352
396808,Mollusc,CMNML 050353
396809,Mollusc,CMNML 050354
396810,Mollusc,CMNML 050355
396811,Mollusc,CMNML 050356
396812,Mollusc,CMNML 050357
396813,Mollusc,CMNML 050358
396814,Mollusc,CMNML 050359
396815,Mollusc,CMNML 050360
396816,Mollusc,CMNML 050361
396817,Mollusc,CMNML 050362
396819,Mollusc,CMNML 050364
396820,Mollusc,CMNML 050365
396821,Mollusc,CMNML 050366
396822,Mollusc,CMNML 050367
396823,Mollusc,CMNML 050368
396824,Mollusc,CMNML 050369
396825,Mollusc,CMNML 050370
396826,Mollusc,CMNML 050371
396827,Mollusc,CMNML 050372
396828,Mollusc,CMNML 050373
396829,Mollusc,CMNML 050374
396830,Mollusc,CMNML 050375
396831,Mollusc,CMNML 050376
396832,Mollusc,CMNML 050377
396833,Mollusc,CMNML 050378
396834,Mollusc,CMNML 050379
396835,Mollusc,CMNML 050380
396836,Mollusc,CMNML 050381
396837,Mollusc,CMNML 050382
396838,Mollusc,CMNML 050383
396839,Mollusc,CMNML 050384
396840,Mollusc,CMNML 050385
396841,Mollusc,CMNML 050386
396842,Mollusc,CMNML 050387
396843,Mollusc,CMNML 050388
396844,Mollusc,CMNML 050389
396845,Mollusc,CMNML 050390
396846,Mollusc,CMNML 050391
396847,Mollusc,CMNML 050392
396848,Mollusc,CMNML 050393
396849,Mollusc,CMNML 050394
396850,Mollusc,CMNML 050395
396851,Mollusc,CMNML 050396
396852,Mollusc,CMNML 050397
396853,Mollusc,CMNML 050398
396854,Mollusc,CMNML 050399
396855,Mollusc,CMNML 050400
396865,Mollusc,CMNML 003223
398738,Insect,CMNEN 00012448
401829,Parasite,XXCMNPA 2000-0026
401842,Parasite,XXCMNPA 2000-0027
406183,Fish,CMNFI 1977-0126.1
406737,Fossil Vertebrate,CMNFV 832
408460,Insect,CMNEN 00012919
